Uniprot_A,Uniprot_B,author_score
Q8WU58,M0QXR4, 0.808709405355
O75934,ENSP00000476265.1,-
Q12888-1,Q96G42, 0.744662260942
Q8IXL7-2,Q8WXK3-2,-
Q9HC52,Q8IXK0-2,-
Q6B0I6,Q8TAP6-1, 0.880461449889
Q96NR8,Q93062-3,-
Q9P0S9,P21964-1, 0.672729431882
P43628-1,Q07325, 0.726220986362
Q92529-1,Q6A163, 0.848855076993
Q9H0I2-1,Q9UJW9,-
Q96GE4-1,H7C4R2, 0.897955362353
Q9UMX0-1,Q8TD06,-
O43741-1,Q7L5D6-1,-
Q6PEX3,O76011, 0.901023006373
P60033,Q5T7V8-2, 0.673555731781
Q5T749,Q6UXX5, 0.765409617956
Q8N5A5-3,Q9UKT9-1,-
Q5VZ52-1,Q8IVT2, 0.709354489332
Q96E29-1,A8MV81, 0.800714458392
Q8IYE0-1,Q8N6Y0-1,-
Q9H0E2-1,O75674-2, 0.927199432028
Q9BXJ8-1,Q15125,-
Q8TBB1-1,P60410, 0.868926016511
Q8WU90-1,Q9Y295,-
Q96MY7-2,A6NEM1-1, 0.893268354864
Q5JVL4-1,Q6P656-1, 0.890194522885
P51668,Q86UW9-1,-
Q3B820-1,Q8N6L0,-
Q8N4L8-1,Q9BQD7, 0.702252705747
O14561,Q3KNS6-1, 0.71952275293
Q9H9D4,Q9BRK4, 0.877400365281
Q96HB5-1,Q9P086,-
Q9C005,Q9Y605, 0.841878293607
Q8N715,P57678, 0.840074398289
Q9UKX7-1,O15131,-
P20290-2,Q8N3L3,-
ENSP00000476265.1,Q9NPJ8-3, 0.9051015023
P48023-1,Q16610-1, 0.788644066748
Q3LI67,Q5TA79, 0.93287427415
P53674,Q96D03, 0.898490195858
Q15836,Q86VR2-1, 0.675796776978
Q7Z3C6-3,Q5T4B2-2, 0.82565045384
Q96IW7,Q9BVX2-1, 0.838157561316
O75569-1,Q15633-1,-
Q13895,ENSP00000476265.1,-
O60341-1,Q8N6V9-1, 0.833815038401
O14964-1,O00167-2, 0.823705846685
Q9UJV3-2,Q7Z3Y8, 0.880889141476
Q9BW66-1,Q96N21-1,-
Q6BCY4-2,Q8NI38-1,-
Q9UMX1-1,Q0D2J5-1, 0.87503142298
Q9NZD8-1,Q9NX01, 0.881727305271
A0A087X2F1,P60409,-
O14548,G5E962,-
Q9H5Z6-2,Q9H257-2,-
Q7Z4V0-1,Q8WY64-1, 0.66115994967
Q9GZX9-1,Q9HCJ2,-
P37235,Q86UW9-1, 0.881891482113
A0A0C4DGE8,Q9BQQ3-1, 0.891506697887
Q9BVW5,Q8IYF3-3,-
P14373-1,P25786-1,-
Q03989-5,Q13077-1, 0.913598865745
Q9BYV2-1,Q9P2K3-2,-
O00327-8,Q99814,-
P14678-2,Q3LI70, 0.831370179814
P02461-2,P63010-2, 0.846410138342
Q15797-1,O95208-2, 0.815025069414
Q96A09,A1KXE4-1, 0.818334615018
Q8NHQ9-1,Q9NRD5-1, 0.877683777049
P41134-1,Q99081-3, 0.900331083548
O60763-1,Q6P1W5-2,-
Q8TBB1-2,Q15645-1,-
A6NEM1-1,Q9UJ04, 0.921267790344
Q5TA76,Q6L8H2, 0.887258125073
Q8TBZ8,Q15323, 0.9238386129
Q2TBE0-1,P51116, 0.888246340676
O43889-2,Q7L5A8-1,-
Q2NKX9-1,P19237, 0.726300944912
Q8ND90,Q9P0T4, 0.889266268639
Q9BVG8-5,Q15742-1, 0.870541555064
Q86UW9-1,Q96RU7, 0.697254137025
Q8WVV9-3,Q13137-1,-
P19012-1,Q53TS8-1,-
Q3SYB3,Q99750,-
Q9BU79,Q9H400-1, 0.696343253741
Q13432-1,Q08209-2, 0.898269790328
Q9NR12-1,O00308-1,-
Q8NHW4-1,Q96BA8-1, 0.792135221965
A1L4H1-1,Q9Y6Y8-1,-
A8K727,Q8TBB1-1, 0.908479238333
Q8N138-1,Q8IU89, 0.690496415058
Q9H596,Q9H8Y8-1, 0.829150218961
Q16656-4,Q96JK4-2, 0.6866511248
Q9BXY8-1,Q7Z6G3-2,-
Q6PIF2,A0A1B0GWI1, 0.916290837029
Q9HC98-1,Q9UKT9-1, 0.917606590812
P86480,P86481, 0.919144851653
O95231,Q86WV8, 0.8311429164
Q8N5M9,Q96BA8-1,-
Q9UKJ5,Q96IK5,-
O75791-1,P0CG20, 0.835626386388
Q8WWY3-1,P38159-1, 0.904239051021
Q9HAQ2-1,Q13422-7,-
Q9NR55,Q02930-4, 0.870171844575
Q5BVD1-1,O43765, 0.921373116662
O76013-2,P55040, 0.818401272318
O95393,J3KQ12, 0.806806147306
Q5TA76,P22735-1, 0.892268690028
O14964-1,A1L4K1-1, 0.877998035774
P98175-1,P86479,-
Q15323,Q92835-2,-
Q8N9N5-2,Q6P1W5-2,-
P0C7W6,Q8NE31-3,-
O14735-1,O15342, 0.683219814545
O76064-1,Q9BYQ0, 0.700613818258
Q9BYQ4,Q5HYJ3-3,-
Q15911-2,Q9BYV2-1, 0.889613119833
Q5T754,Q99750, 0.920536060049
Q68D86-1,A1L168, 0.694025794289
B4DUJ5,P24592, 0.695778808995
P34896-1,P0DMM9-1,-
Q8N6G5-1,Q8N205-2,-
Q6NX45,P57052-1,-
Q02930-4,Q93062-3, 0.898016962559
Q8NBD8,Q15125, 0.686221467647
Q12805-1,Q9BQ89, 0.820521936723
Q13422-7,Q13422-7,-
Q9UJX2-1,Q93062-3,-
Q9HAC8,P61077-1, 0.887432874493
P98175-1,Q15427, 0.881290836374
Q8N3J5-1,O75031-1, 0.913310384702
Q99961-1,Q7L190,-
Q8WVX3-1,Q53GL0-1,-
O14493,Q96Q45-2, 0.801499984272
O14777,O14964-1,-
Q3LI67,Q6PEX3, 0.925806526413
ENSP00000457957.1,Q8IYF3-3, 0.874415390585
Q9Y680-2,Q6UXF1-1, 0.800355924035
Q9UBX3-2,Q9BYR5,-
P21580,P21580,-
O43609,P50222,-
Q5T655,Q9BYV9, 0.862316403936
A0A0C4DG37,O75496, 0.899442463214
P45984-1,P32121-1,-
O60831,Q8IUN9-1, 0.818346517091
Q7Z4V0-1,Q8TF50, 0.883821378759
Q03252,Q96HB5-1, 0.855024331481
O00560-1,Q53H96-1, 0.937576105825
P61968,Q9UHD9, 0.894519191379
O14880,O95070, 0.679361821187
P07510-2,Q07627, 0.903928110615
P62195-1,Q9UBB9-1, 0.878426324018
Q9P0T4,B8A4K4, 0.956781825615
P21579,Q8TBM7-1, 0.699001311003
Q13520,Q8N6F1-2, 0.664787591096
Q9NYW8-1,Q9UBX3-2, 0.838376429769
P51800-3,Q9H2G9-1,-
P86496,Q9NRA8-1, 0.784729148648
Q7Z3I7,Q13077-1,-
Q9UK33,O43586-1, 0.874785736453
P60412,Q5HYJ3-3, 0.768410265767
O14641,P36575-2,-
Q8TDY4-1,Q04864-2,-
Q8IYL3,Q8N165, 0.928370826714
Q6EMK4,P50222, 0.912344067673
Q9BRK4,Q8TCT9-1,-
P98175-4,Q8WVV9-3,-
Q9BS40,Q9HCM9-2,-
ENSP00000465194.1,O14863, 0.67822829784
P31944,P50222,-
O95833,Q8IZP1-1, 0.704330506764
Q6BCY4-2,Q04864-2, 0.906975586965
Q8WV44-1,Q08117-2,-
Q96GM5-1,A6NEM1-1, 0.913573106729
Q9Y6X1,Q9BSE2,-
Q96SL4,O43681,-
Q5TA76,Q6L8H2, 0.887258125073
O95817,Q9NV39, 0.824316631896
Q13526,Q9HD90,-
P50995-1,Q96AE4-2, 0.859181262835
P81534,Q9NUH8-1, 0.638797885814
Q9UPQ8,O43889-2,-
Q6ZVT0-3,Q15654-1,-
P09211,Q6UY14-1, 0.909447397885
Q9BYV2-1,Q9P2K6, 0.915857127795
Q9NWS9-2,Q7Z3S9-1, 0.919912293493
Q15257-2,Q5JTZ9,-
Q96EC8-1,Q9UHI5-1, 0.657762128559
P35219,Q9UJY4,-
Q8WVX3-1,Q9HC36, 0.668313993408
P04264,ENSP00000476265.1,-
O43639,Q96LA5-5,-
Q8TBK6-2,P61289-1,-
P55081,Q8TAP6-1, 0.894853312176
Q5JTD0-1,A6NEM1-1, 0.877216234328
P86478,P35711-4,-
A0A0C4DFM0,Q9H8Y8-1, 0.662322503333
Q9BQB4-1,Q9H8W4, 0.687723532873
Q8TCE9-1,Q9H190-1,-
C9J9W2,Q6NVU6, 0.809989711257
Q96PD5-2,O43765, 0.885070405787
Q13084,Q8IZU0-1,-
P43356,Q9BXY8-1, 0.900964737733
O43617-1,P0DI81-1, 0.925519924296
Q8NEC5,O15304-2, 0.812685763002
Q05086-2,Q92570-1, 0.868073850145
P49760-1,Q9P127-1,-
P29972-1,Q9NP94-1, 0.672972747317
O75031-1,Q8N7W2-2, 0.928329850206
Q9NZL4,P11142-1,-
Q15746-2,Q9HD26-2,-
Q9BY14-2,Q9NRD5-1, 0.922415101554
P62851,Q8IX15-1, 0.899775133005
Q9P2K3-2,Q5T6S3-1, 0.699155917765
Q86U70-2,Q9UBR4-2, 0.924589271712
Q6ZU52-1,P08670,-
Q5TA81,Q9BYR5, 0.955338579589
Q92569-1,Q15742-1, 0.894732883481
O75716,P14373-1,-
Q99633-1,A6NEM1-1, 0.925375421775
O43889-2,Q96JF0-2,-
P45984-1,Q9Y6W6-1, 0.76507335533
Q07002-2,Q12933-1,-
Q96HT8,Q8N0S2-1,-
P57052-1,Q96IQ9-1, 0.700197438446
A0A0J9YW04,Q6ZUT1-3, 0.679086336723
Q9NYB9-2,O00746-1, 0.670002475038
Q3V5L5-5,O43482, 0.911278630874
Q5TGU0-1,Q9H7M9, 0.694596722041
P35613-2,Q7RTY0, 0.717904110488
Q96A72,Q6ZNG0-1, 0.748227860115
Q9P2K3-2,P05783, 0.868840092229
P10606,Q8IZ63, 0.821519711346
P86481,Q92997-1, 0.873727257744
Q96IV6-1,Q15125, 0.677958282978
D3DPN2,Q9BYR9,-
Q13895,Q16637-1,-
O95751,Q5W5X9-3, 0.878218012315
Q6ZNH5,Q9UJV3-2, 0.901818343436
Q13323,Q9BVK2-1, 0.781721697377
Q99719-1,Q9NVA2-1, 0.884435383105
O43167-1,P60411-1,-
O00468-6,Q9Y5V3-1, 0.863078974643
Q2TAC2-2,Q86UW9-1, 0.858497442646
P26371,Q9BYQ0, 0.94983234162
P09067,Q9GZV8, 0.798578562542
P06753-1,Q9Y6D9-1,-
Q8TAP6-1,Q9P289-3,-
P61758,Q8IVT2, 0.706895149402
O43741-1,Q9NWW7,-
Q9Y5B8-1,P50222, 0.918730426343
Q3SY84,Q7Z3Z0, 0.905162588978
O00506-1,Q9BUL8, 0.928440019803
Q92734-1,B0QYN7, 0.687119932158
Q53TS8-1,Q9UBB9-1,-
P12814-1,P63172, 0.854703205987
Q86YW7,Q8WWF3, 0.694067702259
Q8IY49-2,Q8WWF3, 0.652414481631
O76003,Q9BYR5,-
Q8TD06,Q9UMX0-2,-
G5E9X2,O76003,-
P36873-1,Q96S65,-
A0A087WZ82,O95436-2, 0.784562096074
Q8IZR5-2,Q969Z0-1, 0.761606540847
Q15025-1,Q9UM82, 0.698403133733
Q8N8X9,P50402,-
Q9H4E7,Q9NRA8-2,-
Q6ZT89-3,P60409,-
P24863-1,ENSP00000476265.1,-
A0A087WZD8,Q08AM6-1, 0.903713262979
Q95460-2,Q969F0, 0.902969196651
Q9BRV8-1,Q7L2Z9, 0.714819536847
Q16617,Q6UXK2,-
P60329,Q3LI70, 0.85987035187
Q9NRG1-1,Q9NUH8-1,-
P14373-1,Q08752,-
Q9NUH8-1,Q9Y3D6, 0.723357218871
A0A087WTN8,J3KNI1, 0.708837734143
Q9H672-2,Q6NT76-1,-
Q13895,Q13155,-
A0A087WTN8,Q03989-5, 0.800094316058
Q9H3R5,Q13561-1, 0.905535898006
P02647,Q96DZ9-2, 0.905445699806
O95817,P31321, 0.86124220983
Q9UMX1-1,Q15915, 0.896869393597
Q96HT8,Q9UBU8-2, 0.926032575591
I3L3J2,Q9NWS9-2,-
A8MT33,O94818-2, 0.881910004104
Q8IUC0,Q9BYQ4, 0.923772750264
Q15560-1,Q12933-1, 0.924104382435
Q92734-1,O75593, 0.862245625413
Q96HR9-2,O95214-1, 0.673496935131
Q16656-4,P61236-2, 0.808613131214
Q8NEC5,Q5T749, 0.927442907966
O95271-1,Q9NX46, 0.833908167512
ENSP00000426769.1,Q9BYV2-1, 0.888972281473
O60941-5,Q9NYB9-2, 0.929645543983
Q16854-6,Q8IZU0-1,-
P67775-1,Q08AM6-1,-
Q9BS40,Q96DN7, 0.900449846555
Q9UBY5,Q8WWH4-1, 0.808260014294
Q3V5L5-5,Q9H2F3-1, 0.875542586834
Q969L2,Q8NET5,-
Q9BVG8-5,Q9NX04-1,-
Q00444,Q9BYU1, 0.698768070311
P78337,Q86Y13-1, 0.834744824306
Q9Y228-1,Q5T7V8-2,-
Q8TDT2,O95870-1, 0.622897019908
Q8IXW7,A1L4K1-1,-
Q14696-1,Q8NE31-1, 0.652453345538
O43189-1,P50222, 0.892880552645
P56545-3,Q9H596, 0.788222181912
Q9ULR3,Q9ULR3, 0.834825607744
P60411-1,Q7Z417-1,-
P10606,Q01850, 0.90662233435
P24863-1,P19012-1,-
C9IZW8,O95994, 0.830129192549
Q9NV12,Q16553, 0.680261870387
Q8TCE9-1,Q7Z4V0-1, 0.66115994967
ENSP00000391869.3,Q9NRD5-1, 0.90541598274
Q7RTU3,Q9UPG8, 0.802027629679
Q9NTJ5-1,Q14973, 0.688992667211
O15552,Q5J8X5-1, 0.670015380308
Q9H0I2-1,P54687-4, 0.807169160377
Q8WV44-1,Q9NWQ4-1,-
P06028-1,Q99500,-
Q9BQI0-4,Q9UBR4-2, 0.920684155912
P98170,P98170,-
A0A0D9SFF3,A0A0D9SFF3, 0.891923308483
O43597,Q9UKS6,-
A0A0A0MQZ8,P86481, 0.861022014729
A6NI15,P78358-1, 0.862126393995
Q8NEZ5-1,P63208-1, 0.897981862853
A6NC98-1,Q2TBE0-1, 0.858593021376
Q6X4W1-2,Q8ND90, 0.880633996247
Q06455-4,Q9BRR9-2, 0.851505076492
Q9H5V9-3,Q9NQG5, 0.703836969587
P78382-1,O43653,-
Q9NX38,Q8IY42, 0.904509945889
P54646,Q7Z3S9-1,-
Q96BZ8,Q15742-1,-
Q9UKA9-2,ENSP00000476265.1,-
P36021,P52803, 0.796148302292
O14641,Q9BSL1,-
Q8IWU4-2,Q96EC8-1, 0.685629210027
O00560-1,Q9UL42,-
O43593-1,P10745, 0.775098491649
P14859-1,Q9Y343-1, 0.704604153748
Q3V5L5-5,A8MTA8-2, 0.691362916352
Q9BWW8,Q6UY14-1,-
P01137,Q9BYQ6, 0.807430963949
O95476,Q9UHD9, 0.887508151164
Q6PIL6-1,Q7Z5G4-1, 0.786486118875
Q9BPX1,Q5T2D3,-
Q14511-2,Q8HWS3, 0.830470796392
P60370,Q9BYR3, 0.909748356433
Q96NC0,Q9BRK4,-
P19474-1,Q96IK5,-
Q9UBY9-1,Q15427,-
Q99757,P43358, 0.912047554882
Q16401-1,Q9BX70-1, 0.832252480765
Q8IUC2,Q96LX7-5, 0.787468617447
O95988,Q5VUJ9-2, 0.864002838017
Q15633-1,Q9UL40-1, 0.856268775098
Q9H0I2-1,Q9UL42,-
P10073,P57086, 0.875006748797
Q8N138-1,Q8TDT2, 0.649082052202
Q9H2C2,Q8TDT2, 0.624460013636
Q3LI66,Q7Z3K3-1, 0.864971071014
P43005,O75459, 0.710428240967
O43747-2,Q6PD74-1, 0.852824391211
O14964-1,Q7Z3Y9, 0.910301391432
P27658,P78381-3, 0.774673999783
O00308-1,Q9BUJ2-2,-
Q8N7U7-1,O15287, 0.806996878722
P62993-1,Q8N684-1, 0.881109748378
Q15233-2,Q15233-2,-
Q8TAU3-1,Q9UDW3,-
Q5JR59-3,Q8NE01-1, 0.903620273422
Q9C0E8-3,Q53G59-1, 0.932695189929
O75716,Q9UKT9-1,-
Q7L4P6-1,Q8TAP4-1, 0.872814380518
Q9P2K3-2,Q9P127-1,-
P17036-1,Q7Z3Y8, 0.880376302196
O75604-1,Q8N9I9-1, 0.701075851794
Q5J8X5-1,Q9NY72,-
ENSP00000352128.6,Q9HC98-1, 0.814334913518
P14923,Q96HA8-1,-
P25791-1,Q9UPY8-1,-
Q7Z3S9-1,Q9UBR2,-
P49759-1,Q16629-1, 0.889646601841
Q15040,Q9BYR9, 0.912378347131
Q9H7X3,P26371, 0.901601812872
Q8N9Q2,O75367-1, 0.786800110577
Q53FD0-2,Q68D86-1, 0.93107336086
Q13064,Q9NPC6, 0.797928708166
Q9UK41-1,Q16637-1,-
Q5MJ10,P51523,-
Q96KP1,Q96S59-1,-
Q12951-2,Q96M29, 0.815206517974
O75396,O95452, 0.672393116219
P07910-1,Q86SE5-1,-
Q9Y584,Q9H6H4-1, 0.650172777688
Q7Z6M4,Q9UHD4, 0.676305056092
Q9BW61,Q96KN3-1, 0.924127479523
Q13077-1,Q8IYX3-2,-
Q16585-1,Q6PL45-2, 0.806470621607
P07195,O00560-1, 0.904563250413
Q8NHQ1-1,Q96C24-1,-
Q96LK0,P55072,-
P60328,Q15077, 0.905990763881
Q9BXS5-1,Q8N5R6-4, 0.820796978604
P50222,Q701N4, 0.93424815288
Q13227-1,Q15311, 0.875605119838
Q6ZS10-1,Q96FA3, 0.886388050273
Q5BIX2,Q96EZ8-1, 0.805850174034
Q5T5B0,Q9BYQ3, 0.956330087894
A0A0C4DGE8,O43597,-
Q15915,Q9NR55,-
O14561,Q13643, 0.94301435894
Q8NE31-3,Q9H190-1,-
G5EA54,Q68CQ4,-
Q5JX71,Q9Y3D6, 0.628253051065
Q9BT88,Q96EQ0, 0.812716584633
Q07627,Q86WX3, 0.932039139581
G5E962,Q86Y33-5,-
E7EMZ9,Q5SYC1-1, 0.68393536438
P0CG47,Q05086-2,-
Q9P0V9-1,E7ES33,-
Q9NQL9,O75031-1, 0.922627605369
F8WBZ3,Q86WK6, 0.705557479237
Q13422-7,Q96A72, 0.874965855019
O14493,Q8IWR1-1, 0.865493971084
Q86UY5-1,P25788-1, 0.847893247814
Q9BQE9-1,P43357, 0.893427882987
P25786-1,J3KNI1, 0.690817301795
Q96SQ5-1,Q96RU7, 0.661913804465
O95872,O60504-1, 0.867264963986
O95678,A0A1B0GVF2,-
G5E9N2,Q13643,-
O43889-2,Q8WVV5-1,-
P25789-1,Q04864-2, 0.887002449802
P25942-1,Q15125,-
P17023-1,Q8N5M1, 0.696394492232
Q6PJQ5,Q9UBV8,-
Q3V5L5-5,Q9NYG5-2, 0.824662481621
P62873-1,Q08AM6-1, 0.867384017009
Q9UK33,ENSP00000462298.1, 0.920643319137
Q02446,Q13952-2, 0.877705139739
O43639,Q15427, 0.894541337702
Q13895,Q9BYV6-2, 0.832379331108
Q9HBE1-4,P86478, 0.87412993586
Q8IUQ4-1,Q9UHX1-3,-
O43559,Q8N456-1,-
X6RAJ1,Q6A162,-
Q9NZL3,Q5JR59-3,-
P48730-1,Q6PGQ1, 0.870260515093
O14494-1,O43889-2,-
Q53EP0-3,Q5T6F2-1, 0.68331107752
O95214-1,Q8WWF3, 0.716200070694
P60981-1,P60709,-
P19013,Q86XR8-3, 0.796182037181
P62333,P17980,-
P78337,A8MV65-2, 0.880094269346
Q9UHX1-3,Q9H204,-
O00463-1,Q9NRD5-1, 0.901707539824
Q6QAJ8-1,Q96PB8,-
Q8IUQ4-2,P86478,-
Q9NWQ4-1,Q8N5R6-4,-
O43889-2,P11169,-
Q9BYR5,P26371, 0.939442758009
H7C0E9,Q8IUG1, 0.892168510267
Q9Y4P9-1,Q6A162,-
Q86YD7,Q93045-1, 0.673242647109
P56524-2,Q5JST6-1, 0.881170961571
Q96HL8-2,Q9H9H4,-
Q9NS64,O15552, 0.675244829409
Q96SQ5-1,Q9H257-3,-
P61968,Q9H0C1, 0.808738242734
P02786,P54219-3, 0.654201850264
Q8TBN0-1,O76011, 0.887369326284
Q9H788-1,Q9Y605, 0.831437486637
Q92624,Q9UQ03-2,-
Q9Y6K1-1,P23497-2,-
O00299,O15116,-
Q5RI15-1,Q9Y282-1, 0.626018649038
Q9NRQ2-1,Q9Y6H3, 0.823346585626
F8WBZ3,P17302, 0.661689803763
P20618,P36406-1, 0.888271988981
P40189-1,Q9UMX0-1,-
Q9H257-2,Q6NX45,-
Q86VP1-1,Q9NWW6-1, 0.898502077128
ENSP00000476265.1,Q96IZ5-1,-
Q9UMX0-1,P0C6T2,-
P24592,P26371, 0.915925684138
Q13952-2,Q14863, 0.703616652351
Q6PL45-2,P32942, 0.705041339466
P41227-1,Q6P158-1, 0.730034403337
C9JQV3,P50222, 0.856947017332
Q96LL9,Q5JX71, 0.625722360149
Q969J2,Q8NF99-2,-
Q13520,Q14802-1, 0.640657455434
Q05940-1,Q8TDV0,-
P0DP25,P59817, 0.821126605528
Q8IYS1,Q9Y5P4-2, 0.869833753633
P59991,Q3LHN2, 0.709642752219
Q8NEC5,P48059-1,-
P60903,Q8WXG8, 0.918077164803
O75771-1,Q9BVG8-5, 0.878465230792
Q9NWW5-1,O14863, 0.686894008064
Q6ZUI0,Q7Z5P4-1,-
O15371-1,Q9UGI0, 0.869798475616
O75150,Q5T409, 0.880627365753
P10619-1,Q5SR56-1, 0.679126085542
O00560-1,Q8WWZ3-1,-
P05187,Q07627, 0.92243856448
Q96CD2-1,Q96D03, 0.830921961551
Q9BWQ6,Q96EC8-1,-
Q6A163,Q9BXY8-1, 0.891475143541
Q6NX45,O95751,-
Q9P0N9-1,G5EA54, 0.885519575122
Q96HT8,Q6ZUJ4,-
O15119-1,Q08117-2,-
O75431-1,Q9BXJ5, 0.699138969816
P49760-1,P49761-1, 0.921696724796
P25786-1,Q13137-1,-
Q9H1M4,Q15125, 0.686221467647
Q15365,P84101-3, 0.730735169017
Q8TD31-1,Q96A65-2, 0.675469523005
Q5JX71,Q9Y228-1, 0.661177986512
O14964-1,Q92567-2, 0.889717122806
H0YKB7,O75031-1,-
Q6ZNH5,Q9NQZ8, 0.875135450598
Q96GM5-1,Q9P0W5-4, 0.689166549379
Q9Y3B7-1,Q13554-3, 0.879407419156
P38936,Q8IYF3-3,-
P46094,Q9H8W4, 0.68529606932
G5E9X2,Q9H8Y8-1,-
P13805-3,Q9H190-1, 0.892293631702
Q9H8Y8-1,Q9UJV3-2,-
Q8IY49-2,P07307-3, 0.803781707097
P0C7H8,P26371, 0.925874648594
A0A1W2PQB1,Q9BS40, 0.875835629018
Q6PL45-2,Q9UHP7-2, 0.847667190509
Q8WV44-1,Q96Q35-2, 0.787775700589
P78329-1,Q96DZ7-1, 0.675677241849
P0DJD7,P27105-1, 0.81332497202
O15173-1,Q96PS8-1, 0.893792908204
Q14119,A1L4K1-1, 0.882945369822
Q6ZNG0-1,Q9UHB4-1, 0.724967559208
P08727,Q4VCS5-2, 0.858015262185
Q6ZP80-1,Q96HJ5-1, 0.904827039514
C9JLZ7,Q96DZ9-2,-
P32243-2,Q9Y5Y3, 0.796704342456
Q9NRD5-1,Q9NQ48-1, 0.935525562358
P26678,Q9GZW8-1, 0.686048547104
Q6EMK4,Q9BYR9, 0.874992671237
Q5T6F2-1,Q5SWW7, 0.758624144356
H7BZ61,P50222, 0.897627160692
Q15560-1,Q5RI15-1, 0.689898810556
Q969P0-1,Q8IUG1, 0.893601139736
Q5TA78,Q6UY14-1,-
Q9P2K6,Q9UJW9, 0.914052342092
Q86T03-1,Q3KNW5, 0.635839769397
Q16617,Q6PEY1, 0.715741251596
P32242,Q5T7P3,-
P78358-1,Q8TD31-1, 0.789123495169
Q9NS91,Q15038-1, 0.871765473824
P00973-2,Q96ED9-2, 0.907590248481
F8W8C2,O15173-1,-
P59991,Q52LG2, 0.918069056395
Q14192-1,Q0VD86-1,-
Q9H2F3-1,Q9UHF1, 0.800383894576
P62140,Q96I34,-
P01375,Q8WV48-1, 0.690355166068
O15156-1,Q7Z4N8-1, 0.885091479455
Q96I25,Q53EZ4-1,-
Q14119,P35548, 0.786734545213
O76011,Q8IWZ5-1, 0.799662904087
Q9H2F3-1,Q5T749, 0.881190927546
Q7Z3I7,P13994,-
Q9HCM9-2,P51668,-
A0A087WXA6,O75971-2, 0.882479655883
Q92997-1,Q13351, 0.888822037838
Q15287-1,A7MD48, 0.901723792888
O75771-1,O75031-1, 0.904846452344
Q96HA8-1,Q9BYN7-2,-
Q9Y2K6,ENSP00000452142.1, 0.801774613099
Q08426-1,Q04323-2,-
Q96FW1-1,P61077-1, 0.928028905733
O43639,Q9NQX0-3, 0.876851024347
O76015,P04259, 0.909124097946
P60410,Q5TA81, 0.950110112974
Q15038-1,Q96LM6, 0.953295952647
Q9HCZ1,O95273-1,-
O43639,Q13094,-
Q13277-1,Q8TDT2, 0.667686940184
Q08426-1,Q5JR59-3, 0.902857417879
Q9NQ32-2,Q3LI72, 0.816280546891
P25791-1,P40763-1,-
O76071,Q9Y3D0,-
Q9BW92-1,Q969L2,-
P01137,Q5TA77, 0.89401915827
P62993-1,Q9Y330, 0.894249364297
P21673,Q9GZT8-1, 0.869357652258
Q96FJ0-1,P61019-1, 0.902600516197
O95379-1,Q96S99, 0.821290805879
Q8NB12,A0A087X0T3, 0.80617280794
Q8N9E0,Q5HYN5, 0.908648710443
Q16512-1,Q9NSC5-1,-
P60331,P32242,-
Q9NRZ5-1,O15552, 0.668849307773
Q5BJH2-2,P19397, 0.660635933093
P09228,P25788-1,-
O43482,Q3LI70, 0.833026059017
H0YCX2,P36406-1,-
O60784-2,Q9H0E2-1, 0.91730974749
Q96G79-1,O00559-1,-
Q9Y2X8,Q9UHC7-1, 0.854738156244
Q92734-1,Q6IA69-1, 0.793154896301
Q9BT92,Q02363, 0.793313817535
Q9NZD8-1,Q7KZJ0, 0.79908588867
Q9H8S9-1,P48775, 0.894575921367
P60331,Q7Z417-1, 0.913808262726
Q05519-2,Q14498-3,-
A0A0C4DGE8,O60806, 0.684101188636
P98179,P38159-1, 0.901117828674
O75420,P09012, 0.883763966045
Q9H939-1,P05783,-
Q96MY7-2,Q8TD16-2, 0.862923781954
P04264,P08727, 0.876777091034
O14787-2,P62826, 0.874903180065
Q8WXT5,Q9UPY8-1, 0.835895912313
Q9Y221-1,O96006,-
O75841,Q9Y4D2, 0.854183842545
Q9H1P6,Q86U10-1, 0.833384048254
Q15645-1,Q15777-1,-
Q96GM5-1,Q9BRX5-1, 0.689166549379
Q8IVS8-1,Q99932-2, 0.795751492669
A0AVK6,Q12800-1,-
Q96P66,Q9NX14-1, 0.688149373993
Q04727-2,P37198,-
P51116,P02794,-
Q5D0E6-2,O75031-1, 0.914632469562
O95870-1,Q6ZVE7, 0.693943823232
Q9UM22-1,P60410, 0.924926910184
A0A0C4DGE8,O75558,-
Q5JR59-3,Q9H0A9-2, 0.908700296876
P30273,Q9UGI6-2, 0.6796986599
Q01844-1,Q9BPW5,-
Q06418,P60410,-
Q9H3K2,Q9NWH2,-
Q13895,P14373-1, 0.909952157318
P57086,Q6RW13-2, 0.912786042528
Q01628,P43628-1, 0.663700563366
Q96N58,Q8NHQ1-1,-
P54852,P36382, 0.700342336124
J3KQH6,Q9UHJ3-1,-
Q02577,Q99081-3, 0.871234287694
P62979,Q9UMX0-1, 0.892702195362
P18206-2,O60711-1, 0.836808562168
Q9HAQ2-1,Q53FD0-2, 0.696943017031
O95159,Q5JX71, 0.689407325425
A0A0C4DGE8,P61236-2, 0.684722282549
O95231,Q93062-3,-
P17024,Q9BYR5,-
Q8IV61-1,Q8NBQ5, 0.656031424562
A2RU14,Q5JX71, 0.628253051065
Q9BYR2,O76003, 0.899374997446
P61952,Q9C0F1-1, 0.887014725197
Q9NVV9-1,Q9H9D4, 0.903699235188
Q86U28-1,Q96NT3-2, 0.80762783725
