Uniprot_A	Uniprot_B
O15355	P13010
O15355	P12956
O15355	Q9BYP7
O15355	Q8IZQ5
O15355	H0YLW0
O15355	Q9Y2R9
O15355	Q9H147
O15355	P61923
O15355	Q9BRZ2
O15355	Q99880
O15355	Q96RS6
O15355	Q9GZL7
O15355	Q93009
O15355	Q9UI36
O15355	Q9ULW0
O15355	Q9Y678
O15355	Q5QNW6
O15355	Q9Y3A5
O15355	Q9UBF2
O15355	Q13263
O15355	Q14974
O15355	Q01167
O15355	Q00059
O15355	P85037
O15355	Q8IUE6
O15355	Q8N257
O15355	Q16778
O15355	Q6FI13
O15355	Q6PCB5
Q13131	O43741
Q13131	P54619
Q13131	P53999
Q13131	P13861
Q13131	Q9UGJ0
Q13131	Q8N3C7
Q13131	Q9Y478
Q13131	Q9NQS7
P67775	O75145
P67775	O95684
P67775	O00267
P67775	O43815
P67775	P49368
P67775	P48643
P67775	P40227
P67775	P50991
P67775	P50990
P67775	P53803
P67775	P19388
P67775	P19387
P67775	P17987
P67775	P30154
P67775	P30153
P67775	P24928
P67775	Q14BN4
P67775	Q96SY0
P67775	Q93052
P67775	Q9BUL8
P67775	P30876
P67775	Q96CB8
P67775	Q13136
P67775	Q5JTW2
P67775	Q9Y5P8
P67775	O94964
P67775	Q9NVM9
P67775	O15514
P67775	Q99832
P67775	Q9H0H0
P67775	Q9H3P2
P67775	Q969Q6
P67775	Q8WX92
P67775	Q96N11
P67775	Q96HW7
P67775	Q9Y2A7
P67775	Q9UL03
P67775	Q92974
P67775	Q9Y3A3
P67775	Q9Y570
P67775	Q9NVR7
P67775	Q9NVR2
P67775	Q9NVK5
P67775	Q9NVH2
P67775	Q9NV88
P67775	Q9NRY2
P67775	Q9NRL3
P67775	Q9P2B4
P67775	Q14738
P67775	Q14674
P67775	Q13362
P67775	Q16537
P67775	Q15173
P67775	Q15172
P67775	Q16204
P67775	P63151
P67775	P78318
P67775	P78371
P67775	P62258
P67775	P62714
P67775	Q13033
P67775	Q06190
P67775	Q8N201
P67775	Q86XL3
P67775	Q86W92
P67775	Q8TF05
P67775	Q9P289
P67775	Q5TA45
P67775	Q5THK1
P67775	Q5VSL9
P67775	Q5VT06
P67775	Q5FBB7
P67775	Q5SYE7
P67775	Q5M775
P67775	Q75QN2
P67775	Q68E01
P67775	Q8IXH7
P62714	O95684
P62714	O43815
P62714	P48643
P62714	P49368
P62714	P40227
P62714	P50991
P62714	P50990
P62714	P30154
P62714	P30153
P62714	Q99832
P62714	Q9Y570
P62714	Q9P2B4
P62714	Q14738
P62714	P78318
P62714	P78371
P62714	Q13033
P62714	Q5VSL9
P62714	Q5VT06
Q9UPN7	Q8NB46
Q9UPN7	Q5H9R7
Q9UPN7	Q8N8A2
Q9UPN7	O15084
Q9UPN7	O00743
P17612	Q5VU43
P17612	Q68DQ2
P17612	Q15691
P17612	P63104
P17612	Q02952
P17612	P61925
P17612	P62166
P17612	P62258
P17612	Q13946
P17612	Q12802
P17612	Q9P0L0
P17612	Q9UKA4
P17612	Q9Y277
P17612	Q9Y2D5
P17612	Q96SN8
P17612	Q99996
P17612	Q92667
P17612	P45880
P17612	P31321
P17612	A8MTY0
P17612	P24588
P17612	P21796
P17612	P22694
P17612	P31323
P17612	P11940
P17612	P10644
P17612	P19367
P17612	P13861
P17612	O43823
P17612	O95292
Q05655	Q9NUX5
P41743	Q6P1M3
P41743	Q9BYG5
P41743	Q15334
Q9BZL6	P49756
Q9BZL6	Q15139
Q9BZL6	O75400
Q9BZL6	P53999
Q9BZL6	O94806
O94806	Q15139
O94806	Q9BZL6
P78527	Q9Y5B9
P78527	P12956
P78527	P13010
Q6P2P2	Q15427
Q6P2P2	Q13435
Q6P2P2	Q9Y580
Q9UMS4	Q5VTR2
Q9UMS4	Q9BZJ0
Q9UMS4	Q14320
Q9UMS4	Q9NWB7
Q9UMS4	Q9NXR1
Q9UMS4	Q9P013
Q9UMS4	Q9HCK1
Q9UMS4	Q9HCS7
Q9UMS4	Q9ULR0
Q9UMS4	Q9UNP9
Q9UMS4	Q8NG48
Q9UMS4	Q96NB3
Q9UMS4	Q99459
Q9UMS4	Q8WYA0
Q9UMS4	Q8WUD4
Q9UMS4	Q9Y448
Q9UMS4	Q8WYA6
Q9UMS4	Q96B45
Q9UMS4	Q9GZR1
Q9UMS4	P53396
Q9UMS4	O60306
Q9UMS4	O43660
Q9UMS4	O75150
Q9UMS4	O75934
Q13523	Q6P2Q9
Q13523	Q6P6C2
Q13523	Q6I9Y2
Q13523	Q5JY65
Q13523	P83876
Q13523	P84090
Q13523	P62995
Q13523	P62316
Q13523	P62314
Q13523	P62312
Q13523	Q15393
Q13523	Q15459
Q13523	Q15029
Q13523	Q12906
Q13523	Q13123
Q13523	Q09161
Q13523	Q13838
Q13523	Q13151
Q13523	Q13435
Q13523	Q9NW64
Q13523	Q9UBB9
Q13523	Q9UKV3
Q13523	Q9Y4Z0
Q13523	Q9Y3Y2
Q13523	Q9Y5S9
Q13523	Q9ULR0
Q13523	Q9UK45
Q13523	Q9UMS4
Q13523	Q96DI7
Q13523	Q96A72
Q13523	Q92843
Q13523	Q9BXP5
Q13523	Q9H307
Q13523	Q99459
Q13523	Q9BUQ8
Q13523	P49756
Q13523	Q9BY77
Q13523	O75152
Q13523	Q8WWY3
Q13523	Q86V81
Q13523	Q86VM9
Q13523	Q9NYF8
Q13523	Q15287
Q13523	P38919
Q13523	Q13573
Q13523	Q9Y2W1
Q13523	Q96FV9
Q13523	Q8WYA6
Q13523	Q12972
Q13523	Q9Y4Y9
Q13523	Q53GS9
Q13523	O43447
Q13523	P62304
Q13523	P11908
Q13523	P11908
Q13523	P09234
Q13523	P09661
Q13523	P53999
Q13523	P55081
Q13523	P51991
Q13523	O43660
Q13523	O43172
Q13523	O43290
Q13523	O43395
Q13523	J3QR07
Q13523	O00422
Q13523	O14776
Q13523	P07910
Q13523	O75533
Q13523	O94906
Q13523	O75643
Q13523	O75934
Q13523	O75940
Q6P2Q9	Q56P03
Q6P2Q9	P83876
Q6P2Q9	P55060
Q6P2Q9	P62314
Q6P2Q9	P62316
Q6P2Q9	Q15029
Q6P2Q9	Q96DI7
Q6P2Q9	Q9BUQ8
Q6P2Q9	P62306
Q6P2Q9	Q53GS9
Q6P2Q9	O43447
Q6P2Q9	Q9Y312
Q6P2Q9	O43290
Q6P2Q9	O43395
Q6P2Q9	O43172
Q6P2Q9	O95400
Q6P2Q9	O94906
Q6P2Q9	O95905
Q6P2Q9	O75643
P25786	P55036
P25786	P62979
P25786	P62195
P25786	P62191
P25786	Q15386
P25786	Q14997
P25786	Q15008
P25786	Q06323
P25786	Q13200
P25786	Q9Y5K5
P25786	Q9Y244
P25786	Q9UNM6
P25786	Q9GZU8
P25786	E9PMD8
P25786	H0YKT8
P25786	A0A087WW66
P25786	P25787
P25786	P20618
P25786	P43686
P25786	P28066
P25786	P35998
P25786	O14818
P25786	O43242
P25786	O00231
P25786	O00232
P25786	P61289
P25786	O95456
P25787	O43242
P25787	P28066
P25787	P43686
P25787	P20618
P25787	A0A087WW66
P25787	H0YKT8
P25787	E9PMD8
P25787	Q9Y5K5
P25787	Q13200
P25787	Q15008
P25787	Q14997
P25787	P62191
P25787	Q86Y37
P25788	O95456
P25788	O43242
P25788	P28066
P25788	P20618
P25788	P25787
P25788	A0A087WW66
P25788	H0YKT8
P25788	E9PMD8
P25788	Q9Y5K5
P25788	Q13200
P25788	Q15008
P25788	Q14997
P25788	P62979
P25788	Q8IZT6
P25789	O95456
P25789	O43242
P25789	P28066
P25789	P43686
P25789	P0CG05
P25789	P20618
P25789	O94985
P25789	Q14746
P25789	P25787
P25789	A0A087WW66
P25789	E9PMD8
P25789	Q9UNM6
P25789	Q9Y5K5
P25789	Q13200
P25789	Q06323
P25789	Q15008
P25789	Q14997
P25789	P62191
P25789	P62979
P25789	Q5VWC4
P28066	O95456
P28066	P61289
P28066	O00232
P28066	O00231
P28066	O43242
P28066	O14818
P28066	P35998
P28066	P43686
P28066	P20618
P28066	P25787
P28066	A0A087WW66
P28066	H0YKT8
P28066	E9PMD8
P28066	Q8TB72
P28066	Q9UNM6
P28066	Q9Y244
P28066	Q9Y5K5
P28066	Q13200
P28066	Q06323
P28066	Q15008
P28066	Q14997
P28066	Q15386
P28066	P62191
P28066	P62195
P28066	Q5VWC4
P60900	O95456
P60900	O00232
P60900	O00231
P60900	O43242
P60900	O14818
P60900	P35998
P60900	P28066
P60900	P49721
P60900	P43686
P60900	P20618
P60900	P43487
P60900	P25787
P60900	A0A087WW66
P60900	intact:EBI-1638718
P60900	Q9H9L7
P60900	H0YKT8
P60900	E9PMD8
P60900	Q9GZU8
P60900	Q96JB2
P60900	Q9UNM6
P60900	Q9Y244
P60900	Q9Y5K5
P60900	Q13200
P60900	Q06323
P60900	Q15008
P60900	Q14997
P60900	Q15386
P60900	P62195
P60900	P62191
P60900	P62979
P60900	Q5VWC4
P60900	Q5QPM9
P20618	O95456
P20618	P61289
P20618	O00232
P20618	O00231
P20618	O43242
P20618	O14818
P20618	P35998
P20618	P28066
P20618	P49721
P20618	P43686
P20618	P54132
P20618	Q9UL46
P20618	P25787
P20618	A0A087WW66
P20618	Q92930
P20618	H0YKT8
P20618	E9PMD8
P20618	Q99436
P20618	Q9GZU8
P20618	Q9UNM6
P20618	Q9Y244
P20618	Q9Y5K5
P20618	Q13200
P20618	Q06323
P20618	Q15008
P20618	Q14997
P20618	Q15386
P20618	P62195
P20618	P62191
P20618	P62979
P20618	Q8IWJ2
P20618	P55036
P20618	Q92530
P40306	Q9ULK4
P40306	Q5VZE5
P40306	Q16585
P40306	Q8IWB1
P40306	Q8N4T8
P40306	Q6YN16
P40306	Q7Z406
P40306	P52907
P40306	P61160
P40306	P61353
P40306	P60709
P40306	Q14573
P40306	Q14498
P40306	Q14CS0
P40306	Q06323
P40306	Q13045
P40306	Q9P287
P40306	Q9HCK1
P40306	Q9H9B4
P40306	Q9NTW7
P40306	Q9Y5K6
P40306	Q9Y3Q3
P40306	Q8WUB8
P40306	Q9Y608
P40306	Q9Y281
P40306	Q8WTT2
P40306	Q92604
P40306	P21741
P40306	Q00325
P40306	P14406
P40306	O14561
P40306	Q16630
P40306	A0A0C4DG89
P40306	Q9UJZ1
P40306	Q9Y241
P40306	P18124
P40306	P14927
P40306	P24752
P40306	P25311
P40306	P25705
P40306	P22695
P40306	P09493
P40306	P07741
P40306	P12236
P40306	P10809
P40306	P31930
P40306	P30084
P40306	P28289
P40306	P35579
P40306	P35580
P40306	O15042
P40306	Q8IWX8
P40306	Q01130
P40306	Q9BW27
P40306	P05141
P40306	O95831
P40306	O95905
P40306	P00367
P40306	O75489
P49721	Q5VWC4
P49721	P62979
P49721	P62195
P49721	P62191
P49721	Q15386
P49721	Q14997
P49721	Q15008
P49721	Q06323
P49721	Q13200
P49721	Q9Y5K5
P49721	Q9Y244
P49721	Q9UNM6
P49721	E9PMD8
P49721	H0YKT8
P49721	A0A087WW66
P49721	P25787
P49721	P20618
P49721	P43686
P49721	P28066
P49721	P35998
P49721	O14818
P49721	O43242
P49721	O00231
P49721	O00232
P49721	O95456
P49720	P55036
P49720	Q68D85
P49720	Q5EBL8
P49720	P62979
P49720	P62191
P49720	P62195
P49720	Q15386
P49720	Q14997
P49720	Q15008
P49720	Q06323
P49720	Q13200
P49720	Q9Y5K5
P49720	Q9Y244
P49720	Q9UNM6
P49720	Q9GZU8
P49720	Q99436
P49720	E9PMD8
P49720	H0YKT8
P49720	Q9Y4F4
P49720	A0A087WW66
P49720	P25787
P49720	P62333
P49720	P20618
P49720	P43686
P49720	P49721
P49720	P28066
P49720	P35998
P49720	O14818
P49720	O43242
P49720	O00231
P49720	O00232
P49720	P61289
P49720	O95456
P28070	O00232
P28070	O00231
P28070	O43242
P28070	O14818
P28070	P35998
P28070	P28066
P28070	P49721
P28070	P43686
P28070	P20618
P28070	P25787
P28070	A0A087WW66
P28070	H0YKT8
P28070	E9PMD8
P28070	Q9GZU8
P28070	Q9UNM6
P28070	Q9UMS4
P28070	Q9Y5K5
P28070	Q13200
P28070	Q06323
P28070	Q15008
P28070	Q14997
P28070	Q15386
P28070	P62195
P28070	P62191
P28070	P55036
P28074	P55036
P28074	P62191
P28074	P62195
P28074	Q14997
P28074	Q15008
P28074	Q06323
P28074	Q13200
P28074	Q9Y5K5
P28074	Q9Y244
P28074	Q9UNM6
P28074	E9PMD8
P28074	H0YKT8
P28074	A0A087WW66
P28074	P25787
P28074	P20618
P28074	P43686
P28074	P28066
P28074	O43242
P28074	O00231
P28074	O00232
P28072	O95456
P28072	O00232
P28072	O00231
P28072	O43242
P28072	O14818
P28072	P35998
P28072	P28066
P28072	P43686
P28072	P20618
P28072	P25787
P28072	A0A087WW66
P28072	H0YKT8
P28072	E9PMD8
P28072	Q9UNM6
P28072	Q9Y244
P28072	Q9Y5K5
P28072	Q13200
P28072	Q06323
P28072	Q15008
P28072	Q14997
P28072	Q15386
P28072	P62195
P28072	P62191
P28072	P62979
P28072	P55036
Q99436	P62979
Q99436	P55036
Q99436	P62195
Q99436	P62191
Q99436	Q15386
Q99436	Q14997
Q99436	Q15008
Q99436	Q06323
Q99436	Q13200
Q99436	Q9Y5K5
Q99436	Q9Y244
Q99436	Q9UNM6
Q99436	Q9GZU8
Q99436	E9PMD8
Q99436	H0YKT8
Q99436	Q9H9L7
Q99436	A0A087WW66
Q99436	P25787
Q99436	P20618
Q99436	P43686
Q99436	P28066
Q99436	P35998
Q99436	O14818
Q99436	O43242
Q99436	O00231
Q99436	O00232
Q99436	P61289
Q99436	O95456
P35998	O75832
P35998	O00232
P35998	O00231
P35998	O43242
P35998	O14818
P35998	P28066
P35998	P43686
P35998	P20618
P35998	P25787
P35998	A0A087WW66
P35998	H0YKT8
P35998	Q8N9N7
P35998	E9PMD8
P35998	Q9BRP4
P35998	Q9UNM6
P35998	Q9Y5K5
P35998	Q9NZN5
P35998	Q13200
P35998	Q15008
P35998	Q14997
P35998	Q15386
P35998	P54727
P35998	P54578
P35998	P62191
P35998	P62195
P35998	P62979
P35998	P55036
P17980	O43242
P17980	O00233
P17980	O00232
P17980	O00231
P17980	O14818
P17980	P35998
P17980	P28066
P17980	P43686
P17980	P20618
P17980	P16870
P17980	P62333
P17980	P25787
P17980	A0A087WW66
P17980	H0YKT8
P17980	Q9BRP4
P17980	Q9UNM6
P17980	Q9Y5K5
P17980	Q13200
P17980	Q15008
P17980	Q14997
P17980	Q15386
P17980	P62195
P17980	P62191
P17980	P62979
P17980	Q5VWC4
Q9P2W1	P14635
Q9P2W1	Q71SY5
Q9P2W1	Q9BWT6
Q9P2W1	Q06323
Q9P2W1	Q9ULK4
P43686	Q5C9Z4
P43686	Q5VWC4
P43686	Q16186
P43686	Q15386
P43686	Q53H80
P43686	P62195
P43686	P62191
P43686	P54578
P43686	P54727
P43686	P60900
P43686	Q14318
P43686	Q14997
P43686	Q15008
P43686	Q06323
P43686	Q13200
P43686	Q9Y5K5
P43686	P48556
P43686	Q9UMX0
P43686	Q9UNM6
P43686	Q99436
P43686	Q9BRP4
P43686	E9PMD8
P43686	Q5VYK3
P43686	Q9UK76
P43686	P28074
P43686	H0YKT8
P43686	Q05086
P43686	O75943
P43686	A0A087WW66
P43686	P25787
P43686	O43432
P43686	P62333
P43686	A0MZ66
P43686	P20618
P43686	P28066
P43686	P25788
P43686	P25786
P43686	P0CG47
P43686	P46379
P43686	P49720
P43686	P49721
P43686	P35998
P43686	O43242
P43686	O43396
P43686	O00231
P43686	O00232
P43686	P61289
P43686	O14818
P43686	O14562
P43686	O00487
P43686	P51665
P43686	P06737
P43686	O75832
P43686	O76080
P43686	C9JUP7
P62195	Q92485
P62195	Q5VWC4
P62195	Q8IZT6
P62195	P62979
P62195	P62191
P62195	Q14997
P62195	Q15008
P62195	Q13200
P62195	Q9Y5K5
P62195	Q9UNM6
P62195	Q9BRP4
P62195	E9PMD8
P62195	H0YKT8
P62195	A0A087WW66
P62195	P25787
P62195	Q8N2N9
P62195	Q9Y5A7
P62195	Q7L5D6
P62195	P20618
P62195	P43686
P62195	P28066
P62195	O43242
P62195	P17706
P62333	P55036
P62333	Q5VYK3
P62333	Q8IWA4
P62333	P62979
P62333	P62195
P62333	P62191
P62333	Q14997
P62333	Q15386
P62333	Q15008
P62333	Q13200
P62333	Q9Y5K5
P62333	Q9Y6D5
P62333	Q9UNM6
P62333	Q99436
P62333	P51665
P62333	E9PMD8
P62333	H0YKT8
P62333	A0A087WW66
P62333	P25787
P62333	P20618
P62333	P12956
P62333	P43686
P62333	P49720
P62333	P49721
P62333	P28066
P62333	P35998
P62333	O14818
P62333	O43242
P62333	O00231
P62333	O00232
P62333	O00233
P62333	O75832
Q99460	P55036
Q99460	P62979
Q99460	P62191
Q99460	P62195
Q99460	Q15386
Q99460	Q14997
Q99460	Q15008
Q99460	Q13200
Q99460	Q9Y5K5
Q99460	Q9UNM6
Q99460	Q9BRP4
Q99460	E9PMD8
Q99460	H0YKT8
Q99460	P25787
Q99460	P20618
Q99460	P06744
Q99460	P43686
Q99460	P28066
Q99460	P35998
Q99460	O14818
Q99460	O43242
Q99460	O00232
Q99460	O00231
Q99460	O75832
O75832	O00231
O75832	O43242
O75832	P62333
O75832	P51665
O75832	A0A087WW66
O75832	Q9BRP4
O75832	Q9UNM6
O75832	P48556
O75832	Q9Y5K5
O75832	Q13200
O75832	Q15008
O75832	P62195
O00231	Q5VWC4
O00231	P62979
O00231	P62195
O00231	P62191
O00231	P54578
O00231	Q14997
O00231	Q15386
O00231	Q15008
O00231	Q13200
O00231	Q9Y5K5
O00231	Q9UNM6
O00231	Q9BRP4
O00231	E9PMD8
O00231	H0YKT8
O00231	A0A087WW66
O00231	P25787
O00231	P20618
O00231	P43686
O00231	P28066
O00231	P35998
O00231	O14818
O00231	O43242
O00231	O00232
O00231	O75832
O00232	Q7L2H7
O00232	P62979
O00232	P62195
O00232	P62191
O00232	P54578
O00232	Q14151
O00232	Q15386
O00232	Q14997
O00232	Q15008
O00232	Q13200
O00232	Q9UHD9
O00232	Q9Y4E8
O00232	Q9Y5K5
O00232	Q9UNM6
O00232	Q99436
O00232	Q9BRP4
O00232	P51665
O00232	E9PMD8
O00232	H0YKT8
O00232	intact:EBI-1638718
O00232	A0A087WW66
O00232	P25787
O00232	P62333
O00232	A6QL64
O00232	C9JUP7
O00232	P20618
O00232	P12956
O00232	P43686
O00232	P49321
O00232	P49720
O00232	P49721
O00232	P28066
O00232	P35998
O00232	O14802
O00232	O14818
O00232	O00487
O00232	O43242
O00232	O00231
O00232	O00233
O00232	Q9UBQ5
O00232	O75832
Q9UNM6	O00232
Q9UNM6	O00231
Q9UNM6	O43242
Q9UNM6	O14818
Q9UNM6	P35998
Q9UNM6	P28066
Q9UNM6	P43686
Q9UNM6	P20618
Q9UNM6	P25787
Q9UNM6	A0A087WW66
Q9UNM6	H0YKT8
Q9UNM6	E9PMD8
Q9UNM6	Q9BRP4
Q9UNM6	Q9Y6D5
Q9UNM6	Q9Y5K5
Q9UNM6	Q9NZN5
Q9UNM6	Q13200
Q9UNM6	Q06323
Q9UNM6	Q15008
Q9UNM6	Q14997
Q9UNM6	Q15386
Q9UNM6	P62195
Q9UNM6	P62191
Q9UNM6	P62979
Q9UNM6	Q8IWJ2
Q9UNM6	Q5VWC4
Q13200	P55036
Q13200	Q8IWJ2
Q13200	P62979
Q13200	P62195
Q13200	P62191
Q13200	P54578
Q13200	Q15386
Q13200	Q14997
Q13200	Q15008
Q13200	Q9HD20
Q13200	Q9Y5K5
Q13200	Q9Y6D5
Q13200	Q9UNM6
Q13200	Q99436
Q13200	Q9BRP4
Q13200	P51665
Q13200	E9PMD8
Q13200	H0YKT8
Q13200	A0A087WW66
Q13200	P25787
Q13200	P62333
Q13200	C9JUP7
Q13200	P20618
Q13200	P43686
Q13200	P49721
Q13200	P28066
Q13200	P35998
Q13200	O14802
Q13200	O14818
Q13200	O43242
Q13200	O00231
Q13200	O00232
Q13200	O75832
O43242	P55036
O43242	P62979
O43242	P62195
O43242	P62191
O43242	P54578
O43242	P54727
O43242	Q15386
O43242	Q14997
O43242	Q15008
O43242	Q13200
O43242	Q9NZN5
O43242	Q9UHD9
O43242	Q9Y5K5
O43242	Q9Y6D5
O43242	Q9UNM6
O43242	Q9GZU8
O43242	Q99436
O43242	Q9BRP4
O43242	E9PMD8
O43242	H0YKT8
O43242	A0A087WW66
O43242	P25787
O43242	P62333
O43242	C9JUP7
O43242	P20618
O43242	P12956
O43242	P43686
O43242	P49721
O43242	P28066
O43242	P35998
O43242	O14802
O43242	O14818
O43242	O00231
O43242	O00232
O43242	O75832
P55036	O75832
P55036	O00232
P55036	O00231
P55036	O43242
P55036	O14818
P55036	P35998
P55036	P28066
P55036	P49721
P55036	P43686
P55036	P12956
P55036	P20618
P55036	P25787
P55036	A0A087WW66
P55036	H0YKT8
P55036	E9PMD8
P55036	Q99436
P55036	Q9GZU8
P55036	Q9UNM6
P55036	Q9Y6D5
P55036	Q9Y5K5
P55036	Q13200
P55036	Q06323
P55036	Q15008
P55036	Q14997
P55036	Q15386
P55036	P62195
P55036	P62191
P55036	P62979
Q15008	P62979
Q15008	P62195
Q15008	P62191
Q15008	P54578
Q15008	Q14997
Q15008	Q15386
Q15008	Q06323
Q15008	Q13200
Q15008	Q9NZN5
Q15008	Q9UHD9
Q15008	Q9Y4E8
Q15008	Q9Y5K5
Q15008	Q9Y2A7
Q15008	Q9UNM6
Q15008	Q9BRP4
Q15008	E9PMD8
Q15008	H0YKT8
Q15008	A0A087WW66
Q15008	P25787
Q15008	A6QL64
Q15008	P20618
Q15008	P12956
Q15008	P43686
Q15008	P49721
Q15008	P28066
Q15008	P35998
Q15008	O14818
Q15008	O43242
Q15008	O00231
Q15008	O00232
Q15008	O00233
Q15008	O75832
P51665	P62191
P51665	P62195
P51665	Q15008
P51665	Q13200
P51665	Q9Y5K5
P51665	Q9UNM6
P51665	Q9BRP4
P51665	E9PMD8
P51665	H0YKT8
P51665	A0A087WW66
P51665	P25787
P51665	P20618
P51665	P43686
P51665	P28066
P51665	O43242
O00233	O94913
O00233	O43242
O00233	P43686
O00233	P62333
O00233	A0A087WW66
O00233	Q9Y448
O00233	E9PMD8
O00233	Q9BRP4
O00233	Q9P0K7
O00233	Q15008
O00233	P62195
O00233	Q86UE8
O00233	Q6ZRP7
Q06323	O43242
Q06323	O14818
Q06323	P28066
Q06323	P20618
Q06323	Q9UL46
Q06323	P25787
Q06323	A0A087WW66
Q06323	H0YKT8
Q06323	E9PMD8
Q06323	Q8TB52
Q06323	Q15008
Q9UL46	P28066
Q9UL46	P20618
Q9UL46	P25787
Q9UL46	H0YKT8
Q9UL46	E9PMD8
Q9UL46	Q06323
Q9UL46	Q15008
P61289	O43242
P61289	O14818
P61289	P38432
P61289	P28066
P61289	P43686
P61289	P17509
P61289	P25787
P61289	Q9BXF6
P61289	Q6PCT2
P61289	E9PRG8
P61289	Q14679
P61289	Q9BY77
P61289	O60783
P61289	Q9BYC9
P61289	Q9H0U9
P61289	Q9GZU8
P61289	Q8WY54
P61289	Q9UKX7
P61289	Q9ULJ3
P61289	Q9Y4W2
P61289	Q9NXK8
P61289	Q13263
P61289	Q06481
P61289	Q14974
P61289	Q14244
P61289	P52292
P61289	P82930
P61289	P62269
P61289	Q8N5N7
P61289	Q4U2R6
P61289	Q9BV97
Q14997	P62195
Q14997	P62191
Q14997	Q15386
Q14997	Q15008
Q14997	Q06323
Q14997	Q13200
Q14997	Q9Y5K5
Q14997	Q9UNM6
Q14997	E9PMD8
Q14997	H0YKT8
Q14997	A0A087WW66
Q14997	P25787
Q14997	P20618
Q14997	P43686
Q14997	P31271
Q14997	P28066
Q14997	P35998
Q14997	O14818
Q14997	O43242
Q14997	O00231
Q14997	O00232
Q92530	P55036
Q92530	P62191
Q92530	Q15008
Q92530	Q9Y5K5
Q92530	E9PMD8
Q92530	H0YKT8
Q92530	A0A087WW66
Q92530	P25787
Q92530	P20618
Q92530	P43686
Q92530	P28066
Q92530	O14818
Q92530	O43242
O95456	O00231
O95456	O43242
O95456	O14818
O95456	P28066
O95456	P43686
O95456	P20618
O95456	P25787
O95456	A0A087WW66
O95456	Q9NYP3
O95456	H0YKT8
O95456	E9PMD8
O95456	Q5JS54
O95456	Q9BT73
O95456	Q99436
O95456	Q969U7
O95456	Q9Y244
O95456	Q9Y5K5
O95456	Q9NVU0
O95456	Q15008
O95456	Q14997
O95456	P62195
O95456	P62191
O95456	Q53T94
O95456	P55036
O95456	Q92530
Q969U7	O95456
Q969U7	O14818
Q969U7	P28066
Q969U7	P20618
Q969U7	P25787
Q969U7	H0YKT8
Q969U7	Q5JS54
Q969U7	Q9BT73
Q969U7	Q9Y244
Q969U7	Q06323
Q969U7	Q14680
Q9BT73	Q92530
Q9BT73	Q15008
Q9BT73	Q06323
Q9BT73	Q9Y6M7
Q9BT73	Q9Y244
Q9BT73	Q969U7
Q9BT73	Q8TB72
Q9BT73	Q9GZU8
Q9BT73	Q5JS54
Q9BT73	E9PMD8
Q9BT73	H0YKT8
Q9BT73	A0A087WW66
Q9BT73	P25787
Q9BT73	P43686
Q9BT73	P28066
Q9BT73	O14818
Q9BT73	P61289
Q9BT73	O95456
Q5JS54	Q14680
Q5JS54	Q9Y244
Q5JS54	H0YKT8
Q5JS54	P25787
Q5JS54	P28066
Q5JS54	O95456
Q8WXF1	Q7Z739
Q8WXF1	O76094
Q8WXF1	O75822
Q8WXF1	O94887
Q8WXF1	O60869
Q8WXF1	O60826
Q8WXF1	O60739
Q8WXF1	O60684
Q8WXF1	O60563
Q8WXF1	O60506
Q8WXF1	P06730
Q8WXF1	P05388
Q8WXF1	P05387
Q8WXF1	P05386
Q8WXF1	P04637
Q8WXF1	P09132
Q8WXF1	P08240
Q8WXF1	P07910
Q8WXF1	P07814
Q8WXF1	O95793
Q8WXF1	O00571
Q8WXF1	O00567
Q8WXF1	O00425
Q8WXF1	O75821
Q8WXF1	O76021
Q8WXF1	P62841
Q8WXF1	Q9UBQ5
Q8WXF1	O43390
Q8WXF1	O43151
Q8WXF1	O14979
Q8WXF1	O14974
Q8WXF1	O15479
Q8WXF1	O15460
Q8WXF1	O15371
Q8WXF1	O15294
Q8WXF1	O15226
Q8WXF1	P47897
Q8WXF1	P46782
Q8WXF1	P46781
Q8WXF1	P46779
Q8WXF1	P46778
Q8WXF1	P46777
Q8WXF1	P49790
Q8WXF1	P49750
Q8WXF1	P49207
Q8WXF1	P48634
Q8WXF1	P39023
Q8WXF1	P39019
Q8WXF1	P36578
Q8WXF1	P40429
Q8WXF1	P42766
Q8WXF1	P41252
Q8WXF1	P41214
Q8WXF1	P41091
Q8WXF1	P56192
Q8WXF1	P55884
Q8WXF1	P55010
Q8WXF1	P61011
Q8WXF1	P60866
Q8WXF1	P60842
Q8WXF1	P60228
Q8WXF1	P60059
Q8WXF1	P54136
Q8WXF1	P51571
Q8WXF1	P51116
Q8WXF1	P51114
Q8WXF1	P51991
Q8WXF1	P52272
Q8WXF1	P35268
Q8WXF1	P35251
Q8WXF1	P15880
Q8WXF1	P14866
Q8WXF1	P20042
Q8WXF1	P19338
Q8WXF1	P18583
Q8WXF1	P18124
Q8WXF1	P16989
Q8WXF1	P12532
Q8WXF1	P11940
Q8WXF1	P11586
Q8WXF1	P30419
Q8WXF1	P35249
Q8WXF1	P23396
Q8WXF1	P23246
Q8WXF1	P22626
Q8WXF1	P26641
Q8WXF1	P26196
Q8WXF1	O15372
Q8WXF1	Q13310
Q8WXF1	P29144
Q8WXF1	P61619
Q8WXF1	Q9NUQ6
Q8WXF1	P62899
Q8WXF1	Q71UM5
Q8WXF1	Q709F0
Q8WXF1	D6RAT0
Q8WXF1	P32969
